username,content,Lingkungan,Harga,Pemandangan,cleaning,hapusEmoji,replaceTOM,caseFolding,tokenizing,formalisasi,stopwordRemoval,stemming
Wan Wan,"Baru pertama kali.  .   Penjaga di pintu masuk Sombong kalau motor dibolehkan masuk,  itu bagus.   Saya datang ke sini untuk membayar sepeda motor Gedok.  ",,,Positif,Baru pertama kali       Penjaga di pintu masuk Sombong kalau motor dibolehkan masuk   itu bagus    Saya datang ke sini untuk membayar sepeda motor Gedok,Baru pertama kali       Penjaga di pintu masuk Sombong kalau motor dibolehkan masuk   itu bagus    Saya datang ke sini untuk membayar sepeda motor Gedok,Baru pertama kali Penjaga di pintu masuk Sombong kalau motor dibolehkan masuk itu bagus Saya datang ke sini untuk membayar sepeda motor Gedok,baru pertama kali penjaga di pintu masuk sombong kalau motor dibolehkan masuk itu bagus saya datang ke sini untuk membayar sepeda motor gedok,"['baru', 'pertama', 'kali', 'penjaga', 'di', 'pintu', 'masuk', 'sombong', 'kalau', 'motor', 'dibolehkan', 'masuk', 'itu', 'bagus', 'saya', 'datang', 'ke', 'sini', 'untuk', 'membayar', 'sepeda', 'motor', 'gedok']","['baru', 'pertama', 'kali', 'penjaga', 'di', 'pintu', 'masuk', 'sombong', 'kalau', 'motor', 'dibolehkan', 'masuk', 'itu', 'bagus', 'saya', 'datang', 'ke', 'sini', 'untuk', 'membayar', 'sepeda', 'motor', 'gedok']","['kali', 'penjaga', 'pintu', 'masuk', 'sombong', 'motor', 'dibolehkan', 'masuk', 'bagus', 'membayar', 'sepeda', 'motor', 'gedok']","['kali', 'jaga', 'pintu', 'masuk', 'sombong', 'motor', 'boleh', 'masuk', 'bagus', 'bayar', 'sepeda', 'motor', 'gedok']"
Ari Prasetio Budi,Senang rasanya bersantai.   Dear htm e mahal gan,,Negatif,,Senang rasanya bersantai    Dear htm e mahal gan,Senang rasanya bersantai    Dear htm e mahal gan,Senang rasanya bersantai Dear htm e mahal gan,senang rasanya bersantai dear htm e mahal gan,"['senang', 'rasanya', 'bersantai', 'dear', 'htm', 'e', 'mahal', 'gan']","['senang', 'rasanya', 'bersantai', 'dear', 'htm', 'e', 'mahal', 'juragan']","['senang', 'bersantai', 'dear', 'htm', 'e', 'mahal', 'juragan']","['senang', 'santa', 'dear', 'htm', 'e', 'mahal', 'juragan']"
irene alluna octaviani,"Udara sejuk sehingga segar,  berkabut,  berangin,  dan tenang.  
Benar-benar menyembuhkan di sini.  .   🥰
Tidak bisa berkata apa-apa lagi.  .   …",Positif,,,"Udara sejuk sehingga segar   berkabut   berangin   dan tenang   
Benar benar menyembuhkan di sini       🥰
Tidak bisa berkata apa apa lagi       …","Udara sejuk sehingga segar   berkabut   berangin   dan tenang   
Benar benar menyembuhkan di sini       
Tidak bisa berkata apa apa lagi       ","Udara sejuk sehingga segar berkabut berangin dan tenang 
Benar benar menyembuhkan di sini 
Tidak bisa berkata apa apa lagi ","udara sejuk sehingga segar berkabut berangin dan tenang 
benar benar menyembuhkan di sini 
tidak bisa berkata apa apa lagi ","['udara', 'sejuk', 'sehingga', 'segar', 'berkabut', 'berangin', 'dan', 'tenang', 'benar', 'benar', 'menyembuhkan', 'di', 'sini', 'tidak', 'bisa', 'berkata', 'apa', 'apa', 'lagi']","['udara', 'sejuk', 'sehingga', 'segar', 'berkabut', 'berangin', 'dan', 'tenang', 'benar', 'benar', 'menyembuhkan', 'di', 'sini', 'tidak', 'bisa', 'berkata', 'apa', 'apa', 'lagi']","['udara', 'sejuk', 'segar', 'berkabut', 'berangin', 'tenang', 'menyembuhkan']","['udara', 'sejuk', 'segar', 'kabut', 'angin', 'tenang', 'sembuh']"
Ertin Aini Farhatin,Tempatnya bagus.   Udaranya dingin.   Tersedia perahu dan kuda bagi yang ingin berkeliling sumur.   Untuk sampah disekitar sumur dapat diperbanyak agar tetap terjaga kebersihannya,Positif,,Positif,Tempatnya bagus    Udaranya dingin    Tersedia perahu dan kuda bagi yang ingin berkeliling sumur    Untuk sampah disekitar sumur dapat diperbanyak agar tetap terjaga kebersihannya,Tempatnya bagus    Udaranya dingin    Tersedia perahu dan kuda bagi yang ingin berkeliling sumur    Untuk sampah disekitar sumur dapat diperbanyak agar tetap terjaga kebersihannya,Tempatnya bagus Udaranya dingin Tersedia perahu dan kuda bagi yang ingin berkeliling sumur Untuk sampah disekitar sumur dapat diperbanyak agar tetap terjaga kebersihannya,tempatnya bagus udaranya dingin tersedia perahu dan kuda bagi yang ingin berkeliling sumur untuk sampah disekitar sumur dapat diperbanyak agar tetap terjaga kebersihannya,"['tempatnya', 'bagus', 'udaranya', 'dingin', 'tersedia', 'perahu', 'dan', 'kuda', 'bagi', 'yang', 'ingin', 'berkeliling', 'sumur', 'untuk', 'sampah', 'disekitar', 'sumur', 'dapat', 'diperbanyak', 'agar', 'tetap', 'terjaga', 'kebersihannya']","['tempatnya', 'bagus', 'udaranya', 'dingin', 'tersedia', 'perahu', 'dan', 'kuda', 'bagi', 'yang', 'ingin', 'berkeliling', 'sumur', 'untuk', 'sampah', 'disekitar', 'sumur', 'dapat', 'diperbanyak', 'agar', 'tetap', 'terjaga', 'kebersihannya']","['tempatnya', 'bagus', 'udaranya', 'dingin', 'tersedia', 'perahu', 'kuda', 'berkeliling', 'sumur', 'sampah', 'disekitar', 'sumur', 'diperbanyak', 'terjaga', 'kebersihannya']","['tempat', 'bagus', 'udara', 'dingin', 'sedia', 'perahu', 'kuda', 'keliling', 'sumur', 'sampah', 'sekitar', 'sumur', 'banyak', 'jaga', 'bersih']"
Iklima Lintang,"Anda bisa menunggang kuda untuk menjelajah sekitar danau.   Bisa juga naik perahu,  lumayan menyenangkan.   Di dekatnya Anda akan menemukan pasar tradisional yang menjual berbagai macam barang mulai dari sayuran segar,  buah-buahan,  bunga hingga pakaian sehari-hari dan lain sebagainya.   Ada banyak hostel juga di dekatnya.  ",Positif,,,Anda bisa menunggang kuda untuk menjelajah sekitar danau    Bisa juga naik perahu   lumayan menyenangkan    Di dekatnya Anda akan menemukan pasar tradisional yang menjual berbagai macam barang mulai dari sayuran segar   buah buahan   bunga hingga pakaian sehari hari dan lain sebagainya    Ada banyak hostel juga di dekatnya,Anda bisa menunggang kuda untuk menjelajah sekitar danau    Bisa juga naik perahu   lumayan menyenangkan    Di dekatnya Anda akan menemukan pasar tradisional yang menjual berbagai macam barang mulai dari sayuran segar   buah buahan   bunga hingga pakaian sehari hari dan lain sebagainya    Ada banyak hostel juga di dekatnya,Anda bisa menunggang kuda untuk menjelajah sekitar danau Bisa juga naik perahu lumayan menyenangkan Di dekatnya Anda akan menemukan pasar tradisional yang menjual berbagai macam barang mulai dari sayuran segar buah buahan bunga hingga pakaian sehari hari dan lain sebagainya Ada banyak hostel juga di dekatnya,anda bisa menunggang kuda untuk menjelajah sekitar danau bisa juga naik perahu lumayan menyenangkan di dekatnya anda akan menemukan pasar tradisional yang menjual berbagai macam barang mulai dari sayuran segar buah buahan bunga hingga pakaian sehari hari dan lain sebagainya ada banyak hostel juga di dekatnya,"['anda', 'bisa', 'menunggang', 'kuda', 'untuk', 'menjelajah', 'sekitar', 'danau', 'bisa', 'juga', 'naik', 'perahu', 'lumayan', 'menyenangkan', 'di', 'dekatnya', 'anda', 'akan', 'menemukan', 'pasar', 'tradisional', 'yang', 'menjual', 'berbagai', 'macam', 'barang', 'mulai', 'dari', 'sayuran', 'segar', 'buah', 'buahan', 'bunga', 'hingga', 'pakaian', 'sehari', 'hari', 'dan', 'lain', 'sebagainya', 'ada', 'banyak', 'hostel', 'juga', 'di', 'dekatnya']","['anda', 'bisa', 'menunggang', 'kuda', 'untuk', 'menjelajah', 'sekitar', 'danau', 'bisa', 'juga', 'naik', 'perahu', 'lumayan', 'menyenangkan', 'di', 'dekatnya', 'anda', 'akan', 'menemukan', 'pasar', 'tradisional', 'yang', 'menjual', 'berbagai', 'macam', 'barang', 'mulai', 'dari', 'sayuran', 'segar', 'buah', 'buahan', 'bunga', 'hingga', 'pakaian', 'sehari', 'hari', 'dan', 'lain', 'sebagainya', 'ada', 'banyak', 'hostel', 'juga', 'di', 'dekatnya']","['menunggang', 'kuda', 'menjelajah', 'danau', 'perahu', 'lumayan', 'menyenangkan', 'dekatnya', 'menemukan', 'pasar', 'tradisional', 'menjual', 'barang', 'sayuran', 'segar', 'buah', 'buahan', 'bunga', 'pakaian', 'sehari', 'hostel', 'dekatnya']","['tunggang', 'kuda', 'jelajah', 'danau', 'perahu', 'lumayan', 'senang', 'dekat', 'temu', 'pasar', 'tradisional', 'jual', 'barang', 'sayur', 'segar', 'buah', 'buah', 'bunga', 'pakai', 'hari', 'hostel', 'dekat']"
muhammad rifqi Afifudin,"Indah sekali,  udara dingin ditemani hangatnya sate kelinci",Positif,,,Indah sekali   udara dingin ditemani hangatnya sate kelinci,Indah sekali   udara dingin ditemani hangatnya sate kelinci,Indah sekali udara dingin ditemani hangatnya sate kelinci,indah sekali udara dingin ditemani hangatnya sate kelinci,"['indah', 'sekali', 'udara', 'dingin', 'ditemani', 'hangatnya', 'sate', 'kelinci']","['indah', 'sekali', 'udara', 'dingin', 'ditemani', 'hangatnya', 'sate', 'kelinci']","['indah', 'udara', 'dingin', 'ditemani', 'hangatnya', 'sate', 'kelinci']","['indah', 'udara', 'dingin', 'tani', 'hangat', 'sate', 'kelinci']"
Evannayunita Dewi,"Tempat ini sangat sejuk dan memiliki pemandangan yang indah apalagi di pagi hari.   Kita bisa melihat gunung lawu begitu dekat dari sini.   Mereka menyediakan speed boat hanya untuk menikmati danau.   Mereka orangnya baik sekali,  tiketnya 19K …",Positif,,Positif,Tempat ini sangat sejuk dan memiliki pemandangan yang indah apalagi di pagi hari    Kita bisa melihat gunung lawu begitu dekat dari sini    Mereka menyediakan speed boat hanya untuk menikmati danau    Mereka orangnya baik sekali   tiketnya 19K …,Tempat ini sangat sejuk dan memiliki pemandangan yang indah apalagi di pagi hari    Kita bisa melihat gunung lawu begitu dekat dari sini    Mereka menyediakan speed boat hanya untuk menikmati danau    Mereka orangnya baik sekali   tiketnya 19K ,Tempat ini sangat sejuk dan memiliki pemandangan yang indah apalagi di pagi hari Kita bisa melihat gunung lawu begitu dekat dari sini Mereka menyediakan speed boat hanya untuk menikmati danau Mereka orangnya baik sekali tiketnya 19K ,tempat ini sangat sejuk dan memiliki pemandangan yang indah apalagi di pagi hari kita bisa melihat gunung lawu begitu dekat dari sini mereka menyediakan speed boat hanya untuk menikmati danau mereka orangnya baik sekali tiketnya 19k ,"['tempat', 'ini', 'sangat', 'sejuk', 'dan', 'memiliki', 'pemandangan', 'yang', 'indah', 'apalagi', 'di', 'pagi', 'hari', 'kita', 'bisa', 'melihat', 'gunung', 'lawu', 'begitu', 'dekat', 'dari', 'sini', 'mereka', 'menyediakan', 'speed', 'boat', 'hanya', 'untuk', 'menikmati', 'danau', 'mereka', 'orangnya', 'baik', 'sekali', 'tiketnya', '19k']","['tempat', 'ini', 'sangat', 'sejuk', 'dan', 'memiliki', 'pemandangan', 'yang', 'indah', 'apalagi', 'di', 'pagi', 'hari', 'kita', 'bisa', 'melihat', 'gunung', 'lawu', 'begitu', 'dekat', 'dari', 'sini', 'mereka', 'menyediakan', 'speed', 'boat', 'hanya', 'untuk', 'menikmati', 'danau', 'mereka', 'orangnya', 'baik', 'sekali', 'tiketnya', '19k']","['sejuk', 'memiliki', 'pemandangan', 'indah', 'pagi', 'gunung', 'lawu', 'menyediakan', 'speed', 'boat', 'menikmati', 'danau', 'orangnya', 'tiketnya', '19k']","['sejuk', 'milik', 'pandang', 'indah', 'pagi', 'gunung', 'lawu', 'sedia', 'speed', 'boat', 'nikmat', 'danau', 'orang', 'tiket', '19k']"
Mayong Mayangsari,"Saya berkunjung pada akhir pekan jadi ramai.   Anda bisa berjalan-jalan di sekitar danau,  naik kuda atau menyewa speedboat.  
Anda bisa membeli sayur-sayuran segar,  oleh-oleh atau jajanan sekitar.  ",Positif,,,"Saya berkunjung pada akhir pekan jadi ramai    Anda bisa berjalan jalan di sekitar danau   naik kuda atau menyewa speedboat   
Anda bisa membeli sayur sayuran segar   oleh oleh atau jajanan sekitar","Saya berkunjung pada akhir pekan jadi ramai    Anda bisa berjalan jalan di sekitar danau   naik kuda atau menyewa speedboat   
Anda bisa membeli sayur sayuran segar   oleh oleh atau jajanan sekitar","Saya berkunjung pada akhir pekan jadi ramai Anda bisa berjalan jalan di sekitar danau naik kuda atau menyewa speedboat 
Anda bisa membeli sayur sayuran segar oleh oleh atau jajanan sekitar","saya berkunjung pada akhir pekan jadi ramai anda bisa berjalan jalan di sekitar danau naik kuda atau menyewa speedboat 
anda bisa membeli sayur sayuran segar oleh oleh atau jajanan sekitar","['saya', 'berkunjung', 'pada', 'akhir', 'pekan', 'jadi', 'ramai', 'anda', 'bisa', 'berjalan', 'jalan', 'di', 'sekitar', 'danau', 'naik', 'kuda', 'atau', 'menyewa', 'speedboat', 'anda', 'bisa', 'membeli', 'sayur', 'sayuran', 'segar', 'oleh', 'oleh', 'atau', 'jajanan', 'sekitar']","['saya', 'berkunjung', 'pada', 'akhir', 'pekan', 'jadi', 'ramai', 'anda', 'bisa', 'berjalan', 'jalan', 'di', 'sekitar', 'danau', 'naik', 'kuda', 'atau', 'menyewa', 'speedboat', 'anda', 'bisa', 'membeli', 'sayur', 'sayuran', 'segar', 'oleh', 'oleh', 'atau', 'jajanan', 'sekitar']","['berkunjung', 'pekan', 'ramai', 'berjalan', 'jalan', 'danau', 'kuda', 'menyewa', 'speedboat', 'membeli', 'sayur', 'sayuran', 'segar', 'jajanan']","['kunjung', 'pekan', 'ramai', 'jalan', 'jalan', 'danau', 'kuda', 'sewa', 'speedboat', 'beli', 'sayur', 'sayur', 'segar', 'jajan']"
Novenia Permata,"Sebuah tujuan wisata yang indah.   Ini adalah danau yang dikelilingi oleh pemukiman,  kios,  dan pepohonan.   Ini adalah objek wisata yang sangat alami.   Disini terdapat persewaan perahu dan berkuda yang bisa kita dapatkan dengan membayar 60 ribu …",,,Positif,Sebuah tujuan wisata yang indah    Ini adalah danau yang dikelilingi oleh pemukiman   kios   dan pepohonan    Ini adalah objek wisata yang sangat alami    Disini terdapat persewaan perahu dan berkuda yang bisa kita dapatkan dengan membayar 60 ribu …,Sebuah tujuan wisata yang indah    Ini adalah danau yang dikelilingi oleh pemukiman   kios   dan pepohonan    Ini adalah objek wisata yang sangat alami    Disini terdapat persewaan perahu dan berkuda yang bisa kita dapatkan dengan membayar 60 ribu ,Sebuah tujuan wisata yang indah Ini adalah danau yang dikelilingi oleh pemukiman kios dan pepohonan Ini adalah objek wisata yang sangat alami Disini terdapat persewaan perahu dan berkuda yang bisa kita dapatkan dengan membayar 60 ribu ,sebuah tujuan wisata yang indah ini adalah danau yang dikelilingi oleh pemukiman kios dan pepohonan ini adalah objek wisata yang sangat alami disini terdapat persewaan perahu dan berkuda yang bisa kita dapatkan dengan membayar 60 ribu ,"['sebuah', 'tujuan', 'wisata', 'yang', 'indah', 'ini', 'adalah', 'danau', 'yang', 'dikelilingi', 'oleh', 'pemukiman', 'kios', 'dan', 'pepohonan', 'ini', 'adalah', 'objek', 'wisata', 'yang', 'sangat', 'alami', 'disini', 'terdapat', 'persewaan', 'perahu', 'dan', 'berkuda', 'yang', 'bisa', 'kita', 'dapatkan', 'dengan', 'membayar', '60', 'ribu']","['sebuah', 'tujuan', 'wisata', 'yang', 'indah', 'ini', 'adalah', 'danau', 'yang', 'dikelilingi', 'oleh', 'pemukiman', 'kios', 'dan', 'pepohonan', 'ini', 'adalah', 'objek', 'wisata', 'yang', 'sangat', 'alami', 'disini', 'terdapat', 'persewaan', 'perahu', 'dan', 'berkuda', 'yang', 'bisa', 'kita', 'dapatkan', 'dengan', 'membayar', '60', 'ribu']","['tujuan', 'wisata', 'indah', 'danau', 'dikelilingi', 'pemukiman', 'kios', 'pepohonan', 'objek', 'wisata', 'alami', 'persewaan', 'perahu', 'berkuda', 'dapatkan', 'membayar', '60', 'ribu']","['tuju', 'wisata', 'indah', 'danau', 'keliling', 'mukim', 'kios', 'pohon', 'objek', 'wisata', 'alami', 'sewa', 'perahu', 'kuda', 'dapat', 'bayar', '60', 'ribu']"
Dwi Resmawan,"Tempatnya sejuk,  cocok untuk para pekerja yang sibuk untuk bersantai.  
Minum kopi di pinggir telaga,  sambil makan sate dijamin enak.   Dari tahun ke tahun,  fasilitasnya semakin baik.  ",Positif,,,"Tempatnya sejuk   cocok untuk para pekerja yang sibuk untuk bersantai   
Minum kopi di pinggir telaga   sambil makan sate dijamin enak    Dari tahun ke tahun   fasilitasnya semakin baik","Tempatnya sejuk   cocok untuk para pekerja yang sibuk untuk bersantai   
Minum kopi di pinggir telaga   sambil makan sate dijamin enak    Dari tahun ke tahun   fasilitasnya semakin baik","Tempatnya sejuk cocok untuk para pekerja yang sibuk untuk bersantai 
Minum kopi di pinggir telaga sambil makan sate dijamin enak Dari tahun ke tahun fasilitasnya semakin baik","tempatnya sejuk cocok untuk para pekerja yang sibuk untuk bersantai 
minum kopi di pinggir telaga sambil makan sate dijamin enak dari tahun ke tahun fasilitasnya semakin baik","['tempatnya', 'sejuk', 'cocok', 'untuk', 'para', 'pekerja', 'yang', 'sibuk', 'untuk', 'bersantai', 'minum', 'kopi', 'di', 'pinggir', 'telaga', 'sambil', 'makan', 'sate', 'dijamin', 'enak', 'dari', 'tahun', 'ke', 'tahun', 'fasilitasnya', 'semakin', 'baik']","['tempatnya', 'sejuk', 'cocok', 'untuk', 'para', 'pekerja', 'yang', 'sibuk', 'untuk', 'bersantai', 'minum', 'kopi', 'di', 'pinggir', 'telaga', 'sambil', 'makan', 'sate', 'dijamin', 'enak', 'dari', 'tahun', 'ke', 'tahun', 'fasilitasnya', 'semakin', 'baik']","['tempatnya', 'sejuk', 'cocok', 'pekerja', 'sibuk', 'bersantai', 'minum', 'kopi', 'pinggir', 'telaga', 'makan', 'sate', 'dijamin', 'enak', 'fasilitasnya']","['tempat', 'sejuk', 'cocok', 'kerja', 'sibuk', 'santa', 'minum', 'kopi', 'pinggir', 'telaga', 'makan', 'sate', 'jamin', 'enak', 'fasilitas']"
Sre beh,"Danau yang bagus,  pemandangan bukit,  semakin banyak Anda melihat naik perahu, ",,,Positif,Danau yang bagus   pemandangan bukit   semakin banyak Anda melihat naik perahu,Danau yang bagus   pemandangan bukit   semakin banyak Anda melihat naik perahu,Danau yang bagus pemandangan bukit semakin banyak Anda melihat naik perahu,danau yang bagus pemandangan bukit semakin banyak anda melihat naik perahu,"['danau', 'yang', 'bagus', 'pemandangan', 'bukit', 'semakin', 'banyak', 'anda', 'melihat', 'naik', 'perahu']","['danau', 'yang', 'bagus', 'pemandangan', 'bukit', 'semakin', 'banyak', 'anda', 'melihat', 'naik', 'perahu']","['danau', 'bagus', 'pemandangan', 'bukit', 'perahu']","['danau', 'bagus', 'pandang', 'bukit', 'perahu']"
Mike Vidiasari,"Pemandangan bagus,  udara sejuk,  tiket murah,  banyak penjual makanan dan sayur mayur untuk makanan",Positif,Positif,Positif,Pemandangan bagus   udara sejuk   tiket murah   banyak penjual makanan dan sayur mayur untuk makanan,Pemandangan bagus   udara sejuk   tiket murah   banyak penjual makanan dan sayur mayur untuk makanan,Pemandangan bagus udara sejuk tiket murah banyak penjual makanan dan sayur mayur untuk makanan,pemandangan bagus udara sejuk tiket murah banyak penjual makanan dan sayur mayur untuk makanan,"['pemandangan', 'bagus', 'udara', 'sejuk', 'tiket', 'murah', 'banyak', 'penjual', 'makanan', 'dan', 'sayur', 'mayur', 'untuk', 'makanan']","['pemandangan', 'bagus', 'udara', 'sejuk', 'tiket', 'murah', 'banyak', 'penjual', 'makanan', 'dan', 'sayur', 'mayur', 'untuk', 'makanan']","['pemandangan', 'bagus', 'udara', 'sejuk', 'tiket', 'murah', 'penjual', 'makanan', 'sayur', 'mayur', 'makanan']","['pandang', 'bagus', 'udara', 'sejuk', 'tiket', 'murah', 'jual', 'makan', 'sayur', 'mayur', 'makan']"
Fauzan Nur Romadhon,Tempat yang sangat santai.   Cuaca dingin bahkan di hari yang cerah.   Pemandangan indah dari tempat mana pun Anda berada.   Pergi bermain speedboat dan menunggang kuda.   Banyak makanan yang dijual di sini.   Jangan khawatir tentang hotel atau …,Positif,,Positif,Tempat yang sangat santai    Cuaca dingin bahkan di hari yang cerah    Pemandangan indah dari tempat mana pun Anda berada    Pergi bermain speedboat dan menunggang kuda    Banyak makanan yang dijual di sini    Jangan khawatir tentang hotel atau …,Tempat yang sangat santai    Cuaca dingin bahkan di hari yang cerah    Pemandangan indah dari tempat mana pun Anda berada    Pergi bermain speedboat dan menunggang kuda    Banyak makanan yang dijual di sini    Jangan khawatir tentang hotel atau ,Tempat yang sangat santai Cuaca dingin bahkan di hari yang cerah Pemandangan indah dari tempat mana pun Anda berada Pergi bermain speedboat dan menunggang kuda Banyak makanan yang dijual di sini Jangan khawatir tentang hotel atau ,tempat yang sangat santai cuaca dingin bahkan di hari yang cerah pemandangan indah dari tempat mana pun anda berada pergi bermain speedboat dan menunggang kuda banyak makanan yang dijual di sini jangan khawatir tentang hotel atau ,"['tempat', 'yang', 'sangat', 'santai', 'cuaca', 'dingin', 'bahkan', 'di', 'hari', 'yang', 'cerah', 'pemandangan', 'indah', 'dari', 'tempat', 'mana', 'pun', 'anda', 'berada', 'pergi', 'bermain', 'speedboat', 'dan', 'menunggang', 'kuda', 'banyak', 'makanan', 'yang', 'dijual', 'di', 'sini', 'jangan', 'khawatir', 'tentang', 'hotel', 'atau']","['tempat', 'yang', 'sangat', 'santai', 'cuaca', 'dingin', 'bahkan', 'di', 'hari', 'yang', 'cerah', 'pemandangan', 'indah', 'dari', 'tempat', 'mana', 'pun', 'anda', 'berada', 'pergi', 'bermain', 'speedboat', 'dan', 'menunggang', 'kuda', 'banyak', 'makanan', 'yang', 'dijual', 'di', 'sini', 'jangan', 'khawatir', 'tentang', 'hotel', 'atau']","['santai', 'cuaca', 'dingin', 'cerah', 'pemandangan', 'indah', 'pergi', 'bermain', 'speedboat', 'menunggang', 'kuda', 'makanan', 'dijual', 'khawatir', 'hotel']","['santai', 'cuaca', 'dingin', 'cerah', 'pandang', 'indah', 'pergi', 'main', 'speedboat', 'tunggang', 'kuda', 'makan', 'jual', 'khawatir', 'hotel']"
